bsk_id,bsk_name,district_name,sub_division_name,block_municipalty_name,gp_ward,gp_ward_distance,bsk_type,bsk_sub_type,bsk_code,no_of_deos,is_aadhar_center,bsk_address,bsk_lat,bsk_long,bsk_account_no,bsk_landline_no,is_saturday_open,is_active,district_id,block_mun_id,gp_id,sub_div_id,pin
1249,HATAGRAM GP,BANKURA,KHATRA SDO,INDPUR,HATAGRAM,0,Rural,GP,BAN/H/R/01973,2,0,"Hatagram Gram Panchayat, Vill+ P.O: Hatagram, Dist: Bankura",23.2396774,86.8038031,40458699906,"",YES,t,4,16,1420,4,722136
1753,KADAMBAGACHHI GP,NORTH 24 PARGANAS,BARASAT SADAR,BARASAT I,KADAMBAGACHHI,0,Rural,GP,N24/H/R/02211,2,0,Kadambagachhi,22.709615,88.5489806,40460543625,,NO,t,2,188,2795,40,700125
6,DM OFFICE DARJEELING,DARJEELING,DARJEELING SADAR SDO,DARJEELING MUNICIPALITY,WARD NO.-23,1,Urban,DMO,DAR/P/U/00001,1,0,"OFFICE OF THE DISTRICT MAGISTRATE,KUTCHERY COMPOUND,DARJEELING,734101",27.048911,88.2627798,40460333708,,NO,t,8,362,7716,15,734001
391,RAGHUNATHPUR-I BLOCK,PURULIA,RAGHUNATHPUR,RAGHUNATHPUR MUNICIPALITY,WARD NO.-13,0,Urban,BDO,PUR/P/R/01735,1,0,"RAGHUNATHPUR-I DEVELOPMENT BLOCK, P.O-  RAGHUNATHPUR, DIST- PURULIA, PIN- 723133",23.544947,86.6741387,40460621470,,NO,t,19,480,8859,61,723133
2421,MURADI GP,PURULIA,RAGHUNATHPUR,SANTURI,MURADI,0,Rural,GP,PUR/H/R/01829,2,0,"VILL+P.O- - MURADIH,P.S-SANTURI,DIST - PURULIA,PIN-723156",23.5842132,86.8226331,40460441396,03251250346,NO,t,19,303,1351,61,723156
2334,TRILOKCHANDRAPUR GP,PASCHIM BARDHAMAN,DURGAPUR,KANKSA,TRILOKCHANDRAPUR,0,Rural,GP,PAB/H/R/01683,2,0,"Vill- Hazrabera, opposite Panagarh BPHC,P.O - Panagarh Bazar, P.s- Kanksa, Pin -713148",23.4595344,87.4511208,40460340273,03432525507,NO,t,23,214,1762,46,713148
775,"BL&LRO OFFICE, CHANCHAL-II",MALDAH,CHANCHAL SDO,CHANCHAL II,MALATIPUR,0.5,Rural,BL&LRO,MAL/L/R/00643,2,0,CHANCHAL   ,25.3335327,88.0191533,40460842401,,NO,t,14,137,467,29,732123
2455,SARSUNA BPHC,SOUTH 24 PARGANAS,ALIPORE SADAR,THAKURPUKUR MAHESHTALA,CHATTA,5,Urban,Health Center,S24/H/R/03255,1,0,"Banerjee Para Rd, Banerjee Para, Sarsuna, Kolkata, West Bengal 700061",22.4780501,88.2912499,40460450661,"",YES,t,3,309,3215,62,700061
1898,JAUGRAM,PURBA BARDHAMAN,BARDHAMAN SADAR SOUTH,JAMALPUR,JAUGRAM,0,Rural,GP,PUB/H/R/01494,2,0,"VILL+PO- JOUGRAM,PS-JAMALPUR,PURBA BARDHAMAN,PIN-713166",23.0925272,88.0825306,40460640674,,NO,t,5,246,1612,53,713166
3011,HABIBPUR GP,MALDAH,MALDA SADAR SDO,HABIBPUR,HABIBPUR,0,Rural,GP,MAL/S/R/00716,2,0,"VILL+P.O-HABIBPUR, MALDA, PIN-732122",25.0167714,88.2852559,40460322708,,NO,t,14,129,511,30,732122
2474,RADHAMOHANPUR GP,BANKURA,BISHNUPUR SDO,SONAMUKHI,RADHAMOHANPUR,0,Rural,GP,BAN/H/R/02040,2,0,"VILL.+P.O.-RADHAMOHANPUR,",23.3387285,87.4508201,40460451712,"",YES,t,4,28,1535,3,722207
540,KEDARHAT GP,COOCH BEHAR,MATHABHANGA SDO,MATHABHANGA -I,KEDAR HAT,0,Rural,GP,COO/L/R/00327,2,0," PS.- MATHABHANGA, PIN-736146",26.4717829,89.0996907,40871995700,,NO,t,7,53,88,10,735303
2587,KUMARSANDA GP,MURSHIDABAD,KANDI SDO,KANDI,KUMARSANDA,0,Rural,GP,MUR/H/R/00918,2,0,"VILL AND PO-KUMARSANDA, PS-KANDI, MSD,PIN-742136",24.0603948,88.091561,40460545736,,NO,t,17,158,731,34,742136
1730,BARUNHAT RAMESWARPUR GP,NORTH 24 PARGANAS,BASIRHAT,HASNABAD,BARUNHAT RAMESWAR PUR,0,Rural,GP,N24/H/R/02188,2,0,"VILL& P.O- BARUNHAT, P.S-HASNABAD, DIST- 24 PGS(N)",22.5377784,88.9537184,40460532192,03217233302,NO,t,2,201,2858,42,743426
1293,UTTARBAR GP,BANKURA,BISHNUPUR SDO,JOYPUR,UTTARBAR,0,Rural,GP,BAN/H/R/02017,2,0,"VILL-UTTARBAR, PO-BAITAL, DIST-BANKURA, PIN-722138",22.9546218,87.4958611,40458700388,,YES,t,4,25,1441,3,722138
2320,RAJARHAT BISHNUPUR - I PANCHAYAT GP,NORTH 24 PARGANAS,BIDHANNAGAR,RAJARHAT,RAJARHAT BISHNUPUR-I,0,Rural,GP,N24/H/R/02247,2,0,"BHATENDA, RAJARHAT, NORTH 24 PARGANAS",22.6275008,88.4876446,40460339700,,NO,t,2,207,2782,43,700135
549,CHAKCHAKA GP,COOCH BEHAR,COOCHBEHAR SADAR SDO,COOCH BEHAR -II,CHAKCHAKA,0,Rural,GP,COO/L/R/00336,2,0,CHAKCHAKA RI OFFICE,26.3431733,89.4868833,40460751318,,NO,t,7,49,19,8,736156
895,BASIRHAT SADHARAN PATHAGAR,NORTH 24 PARGANAS,BASIRHAT,BASIRHAT MUNICIPALITY,WARD NO.-3,0.3,Urban,Library,N24/L/R/02142,2,0,"Vill- BASIRHAT, PO- BASIRHAT, PS- BASIRHAT, Dist- NORTH 24 PARGANAS, PIN-743411",22.6628936,88.8667713,40460325448,,NO,t,2,435,7360,42,743411
1576,BHALUKA PHC,MALDAH,CHANCHAL SDO,HARISCHANDRAPUR II,BHALUKA,1,Rural,Health Center,MAL/H/R/00647,2,0,"VILL+PO BHALUKA BAZAR,  PS HARISHCHANDRAPUR, DIST MALDA 732125",25.2864533,87.8729687,40458703516,03513268038,NO,t,14,139,452,29,732125
3314,SI OFFICE TAMLUK NORTH,PURBA MEDINIPUR,TAMLUK,SAHID MATANGINI,BALLUK-I,0.2,Rural,CLRC,PUM/S/R/03547,2,0,"VILL: Balluk, P.O- Ballukhat, P.S- Tamluk, PIN- 721137, BLOCK- SAHID MATANGINI",22.3648053,87.8841551,40460445798,,NO,t,15,261,2126,57,721137
1852,SATPATI GP,PASCHIM MEDINIPUR,MIDNAPORE SADAR,SALBONI,SATPATI,0,Rural,GP,PAM/H/R/02679,2,0,"VILL-PirakataPO-PirakataPS-SalboniPIN-721516DIST-PASCHIM
MIDNAPORE",22.5641456,87.1809838,40460627733,,NO,t,16,236,1882,49,721516
3459,SIMURALI GP,NADIA,KALYANI SDO,KALYANI,SHIMURALI,0,Rural,GP,NAD/L/R/01361,2,0,Simurali Gram Panchayat,23.037993,88.5128632,40460540919,,NO,t,18,183,995,36,741248
1341,SEKEDDA GP,BIRBHUM,SURI SADAR SDO,MD. BAZAR,SEKEDDA,0,Rural,GP,BIR/H/R/01103,2,0,"VILL-DIGHALGRAM,P.O-MOKDAMNAGAR",24.0458472,87.6426121,40458700912,,NO,t,6,35,1079,7,731216
2571,DR.GRAHAMS HOMES  GP,KALIMPONG,KALIMPONG SDO,KALIMPONG-I,DR GRAHAMS,0,Rural,GP,KAL/H/R/00131,2,0,"TOPKHANA,KALIMPONG",27.0829156,88.5013278,40460535171,,NO,t,21,125,3219,28,734316
2895,SINGUR-I GP,HOOGHLY,CHANDANNAGAR SDO,SINGUR,SINGUR-I,0,Rural,GP,HOO/S/R/02584,2,0,"VILL+PO+PS-SINGUR,DIST-HOOGHLY,PIN-712409",22.8068532,88.2258935,40460759816,,NO,t,11,90,2576,20,712409
2490,KANKALITALA GP,BIRBHUM,BOLPUR SDO,BOLPUR-SRINIKETAN,KANKALITALA,0,Rural,GP,BIR/H/R/01133,2,0,KANKALITALA,23.7153382,87.7218827,40460461094,,NO,t,6,36,1081,5,731204
1121,"FOOD & SUPPLY OFFICE, PURULIA-II DEV. BLOCK",PURULIA,PURULIA SADAR,PURULIA II,RAGHABPUR,0.6,Rural,F&S Inspector Office,PUR/L/R/01750,2,0,"Bongabari,V. Nagar, 723147",23.3521967,86.3903383,40458698540,,NO,t,19,286,1335,58,723147
3136,URC HALISAHAR (OPPOSITE HALISAHAR MUNICIPALITY),NORTH 24 PARGANAS,BARRACKPORE,HALISAHAR MUNICIPALITY,WARD NO.-9,0.1,Urban,CLRC,N24/S/U/02303,2,0,"Halisahar, Kolkata, West Bengal 743134",22.9327931,88.4148041,40460330526,,NO,t,2,451,6720,41,700117
1816,CHAIPAT GP,PASCHIM MEDINIPUR,GHATAL,DASPUR-II,CHAIPAT,0,Rural,GP,PAM/H/R/02644,2,0,"VILL-CHAIPATPO-CHAIPATPS-DASPURPIN-721148DIST-PASCHIM
MIDNAPORE",22.5822078,87.8166027,40460555993,03225296346,NO,t,16,219,2020,47,721148
2985,BR-XII-HALTU  COMMUNITY HALL,KOLKATA,KOLKATA MUNICIPAL CORPORATION,KOLKATA MUNICIPAL CORPORATION,WARD NO.-105,0,Urban,Borough Office,KOL/S/U/03051,1,1,"1/3A, SUCHETA NAGAR.KOL-700078",22.5100417,88.3824295,40460838788,"",YES,t,24,391,6419,69,700078
1340,SATTORE GP,BIRBHUM,BOLPUR SDO,BOLPUR-SRINIKETAN,SATTORE,0,Rural,GP,BIR/H/R/01102,2,0,SATTORE               ,23.713417,87.629281,40458700901,,YES,t,6,36,1086,5,731236
2135,KOTULPUR RH,BANKURA,BISHNUPUR SDO,KOTULPUR,KOTULPUR,2.3,Rural,Health Center,BAN/H/R/02028,2,0,"VILL-GOGRA,P.S-KOTULPUR,",23.0193042,87.5798632,40460835415,03244240914,YES,t,4,27,1451,3,722141
3514,JALPAIGURI MUNICIPALITY,JALPAIGURI,JALPAIGURI SDO,JALPAIGURI MUNICIPALITY,WARD NO.-4,0.10,Urban,Municipality,JAL/U/U/00222,2,1,"MG Road , Post & District-Jalpaiguri ,Pin-735101.",26.519171,88.7278624,40460551411,"",YES,t,13,387,8038,25,735101
1736,CHANDPUR PANCHAYAT GP,NORTH 24 PARGANAS,BIDHANNAGAR,RAJARHAT,CHANDPUR,0,Rural,GP,N24/H/R/02194,1,0,"CHANDPUR, RAJARHAT, NORTH 24 PARGANAS",22.598319,88.530142,40460542713,,NO,t,2,207,2784,43,700135
292,MINAKHAN BLOCK,NORTH 24 PARGANAS,BASIRHAT,MINAKHAN,BAMANPUKUR,1,Rural,BDO,N24/P/R/02130,2,1,"VILL+P.O-BAMANPUKUR, P.S- MINAKHAN, DIST- NORTH 24 PARGANAS, PIN-743425",22.5126868,88.7136037,40460537951,03217224203,NO,t,2,203,2836,42,743425
2480,CHHANDAR  GP,BANKURA,BANKURA SADAR SDO,BARJORA,CHHANDAR,0,Rural,GP,BAN/H/R/02046,2,0,"Chhandar, Bankura",23.3078875,87.2516736,40460460443,"",YES,t,4,9,1371,2,722203
403,CANNING - II BDO,SOUTH 24 PARGANAS,CANNING,CANNING II,SARENGABAD,1,Rural,BDO,S24/P/R/03095,2,1,"VILL-JIBANTALA,P.O-J.S.BAD,P.S-JIBANTALA,SOUTH 24 PARGANAS,PIN-743376",22.4211299,88.6624803,40460622305,,YES,t,3,319,3013,64,743376
1002,DALUIBAZAR-II GP,PURBA BARDHAMAN,BARDHAMAN SADAR SOUTH,MEMARI I,DALUIBAZAR-II,0,Rural,GP,PUB/L/R/01409,2,0,"PALLAROAD, MEMARI, PURBA BARDHAMAN, 713151",23.1746134,88.0077189,40460339074,,NO,t,5,244,1685,53,713151
1476,"BL&LRO OFFICE, SHYAMPUR-II",HOWRAH,ULUBERIA SDO,SHYAMPUR-II,SASATI,0.5,Rural,BL&LRO,HOW/H/R/02906,2,0,"Vill- Mukundapur, PO - SASATI, SHYAMPUR, HOWRAH",22.360496,87.9758951,40458702400,,NO,t,12,107,2469,24,711312
2837,"FOOD & SUPPLY OFFICE, GANGARAMPUR",DAKSHIN DINAJPUR,GANGARAMPUR SDO,GANGARAMPUR,BELBARI-II,1.5,Rural,F&S Inspector Office,DDR/S/R/00588,2,0,Gangarampur,25.400628,88.5265231,40460749581,03521291069,NO,t,9,64,382,14,733124
2116,SURUN-1  GP,UTTAR DINAJPUR,RAIGANJ SDO,ITAHAR,SURUN-I,0,Rural,GP,UDR/H/R/00479,2,0,"VILL-DAMDOLIA,PO-BARIOL,PS-ITAHAR,PIN-733123",25.5181564,88.0724345,40460834488,03523226138,NO,t,10,337,365,68,733123
366,PANSKURA-I BDO,PURBA MEDINIPUR,TAMLUK,PANSKURA MUNICIPALITY,WARD NO.-4,2,Urban,BDO,PUM/P/R/03357,2,0,"VILL: BALIDANGRI, P.O- BALIDANGRI, P.S- PANSKURA, PIN- 721139, BLOCK- PANSKURA 1",22.3909243,87.7248807,40460550927,03228252033,NO,t,15,476,7947,57,721139
740,PROGRESSIVE STUDY CENTER,JHARGRAM,JHARGRAM SDO,JHARGRAM MUNICIPALITY,WARD NO.-15,1.5,Urban,Library,JHA/L/R/02808,2,0,"AT-RAGHUNATHPUR,DIST-JHARGRAM-POST-JHARGRAN,PIN-721507",22.4481252,87.0046101,40460840481,,NO,t,22,389,8809,27,721507
2667,PRATAPPUR-II GP,PURBA MEDINIPUR,TAMLUK,PANSKURA,PRATAPPUR-II,0,Rural,GP,PUM/H/R/03504,1,0,"Vill - Ranihati, P.O. - Pratappur, P.S.- Panskura, PIN-721152",22.3643232,87.7395826,40460619007,,NO,t,15,262,2161,57,721152
2794,HANSAN II GP,BIRBHUM,RAMPURHAT SDO,RAMPURHAT-II,HANSAN-II,0,Rural,GP,BIR/S/R/01174,2,0,"VILL-CHHOTA KARTTIK CHUNGRI, P. O- BARA KARTTIK CHUNGRI, P. S-MARGRAM, DIST-BIRBHUM
",24.188901,87.865461,40460647422,"",YES,t,6,41,1129,6,731202
2041,TUNTURI SUISA GP,PURULIA,JHALDA,BAGHMUNDI,TUNTURI-SUISA,0,Rural,GP,PUR/H/R/01814,2,0,"Vill-SUISA, PO- SUISA PS- BAGHMUNDI DIST- PURULIA PIN- 723152",23.1897196,85.912466,40460756600,,NO,t,19,298,1200,59,723212
896,BIDYUT CHAKRA SADHARAN PATHAGAR,NORTH 24 PARGANAS,BARRACKPORE,SOUTH DUM DUM MUNICIPALITY,WARD NO.-12,2,Urban,Library,N24/L/R/02143,2,0,"43/6 EAST SINTHEE ROAD, SOUTH DUMDUM, KOLKATA 700030",22.6245352,88.398166,40460325471,03325485037,NO,t,2,446,7456,41,700030
29,RAMPURHAT SDO,BIRBHUM,RAMPURHAT SDO,RAMPURHAT MUNICIPALITY,WARD NO.-6,0.5,Urban,SDO,BIR/P/R/00993,2,0,"RAMPURHAT SDO OFFICE, RAMPURHAT, BIRBHUM,PIN-731224, WEST BENGAL",24.1755639,87.7841785,40460334543,03461297113,NO,t,6,350,9177,6,731224
2035,RAIBANDH GP,PURULIA,RAGHUNATHPUR,NETURIA,RAIBANDH,0,Rural,GP,PUR/H/R/01808,1,0,"VILL+ PO - RAIBANDH , PS -NETURIA ,DIST-PURULIA, PIN - 723133",23.6453153,86.6778683,40460756270,,NO,t,19,302,1296,61,723131
408,JOYNAGAR - I BDO,SOUTH 24 PARGANAS,BARUIPUR,JAYNAGAR I,BAHARU KSHETRA,0.2,Rural,BDO,S24/P/R/03100,2,1,"VILL- BAHARU KSHETRA, P.O-BAHARU,P.S- JOYNAGAR,PIN-743372,DIST-SOUTH 24 PARGANAS",22.198769,88.437118,40460623126,03218220130,NO,t,3,313,2951,63,743372
359,KHEJURI-II BDO,PURBA MEDINIPUR,CONTAI,KHEJURI II,JANKA,1.5,Rural,BDO,PUM/P/R/03350,2,0,"VILL: Janka, P.O- Janka, P.S- Khejuri, PIN- 721431, BLOCK- KHEJURI 2",21.8545527,87.9153801,40460550519,03220282009,NO,t,15,278,2308,54,721431
1323,KIRNAHAR-II GP,BIRBHUM,BOLPUR SDO,NANOOR,KIRNAHAR-II,0,Rural,GP,BIR/H/R/01085,2,0,KIRNAHAR   ,23.7670165,87.8680678,40458700718,,NO,t,6,38,1114,5,731302
284,BONGAON BDO,NORTH 24 PARGANAS,BANGAON,BONGAON MUNICIPALITY,WARD NO.-1,0.100,Urban,BDO,N24/P/R/02122,2,1,"OFFICE OF THE BLOCK DEVELOPMENT OFFICER, BONGAON, PIN 743235",23.0585272,88.8316148,40460537292,03215255041,NO,t,2,437,7267,44,743235
138,COOCH BEHAR - II BDO,COOCH BEHAR,COOCHBEHAR SADAR SDO,COOCH BEHAR -II,PUNDIBARI,1,Rural,BDO,COO/P/R/00295,2,1,"PUNDIBARI BDO OFFICE,PUNDIBARI,COOCH BEHAR,736165",26.4003905,89.3840571,40460443097,,NO,t,7,49,27,8,736165
3310,BALISAI GP,PURBA MEDINIPUR,CONTAI,RAMNAGAR II,BALISAI,0,Rural,GP,PUM/S/R/03543,2,0,"Vill- Bararankua, P.O. - Balisai, P.S- Ramnagar Pin-721423",21.6814657,87.6009828,40460445607,03220264225,NO,t,15,281,2333,54,721423
522,GURIAHATI 2 GP,COOCH BEHAR,COOCHBEHAR SADAR SDO,COOCH BEHAR -I,GURIYAHATI-II,0,Rural,GP,COO/L/R/00311,2,0,GURIAHATI GP OFFICE,26.306102,89.4621306,40460740022,,NO,t,7,48,9,8,736170
1591,KUSIDHA GP,MALDAH,CHANCHAL SDO,HARISCHANDRAPUR I,KUSHIDA,0,Rural,GP,MAL/H/R/00662,2,0,"VILL+P.O- KUSHIDA ,P/S- HARISHCHANDRA PUR,DIST-MALDA",25.5352504,87.9495778,40458703719,03513259221,NO,t,14,138,437,29,732140
3097,BETNA GOBINDAPUR GP,NADIA,RANAGHAT SDO,HANSKHALI,BETNA GOBINDAPUR,0,Rural,GP,NAD/S/R/01349,2,0,"Vill+P.O.- Hanskhali, P.S.-Hanskhali, PIN-741505",23.3585118,88.6067916,40460328960,,NO,t,18,177,948,38,741505
44,SIRAMPUR SDO,HOOGHLY,SIRAMPUR SDO,SERAMPORE MUNICIPALITY,WARD NO.-7,0.1,Urban,SDO,HOO/P/U/02372,2,1,"Serampore SDO Office, Rabindra Bhawan Road, Serampore, West Bengal ",22.7552799,88.3435058,40460335058,,NO,t,11,377,7111,22,712401
3497,"BSK GARIAHAT, (BR-VIII)",KOLKATA,KOLKATA MUNICIPAL CORPORATION,KOLKATA MUNICIPAL CORPORATION,WARD NO.-68,0,Urban,Borough Office,KOL/S/U/03068,2,1,212 Rashbehari Avenue. Gariahat Market Complex.Kolkata-700019,22.5196451,88.365924,40460541662,03324550009,YES,t,24,391,6382,69,700019
1329,PANCHRA GP,BIRBHUM,SURI SADAR SDO,KHOYRASOLE,PANCHRA,0,Rural,GP,BIR/H/R/01091,1,0,"Vill- Panchra,PO-Panchrahat Dist-Birbhum PIN-731133",23.8644678,87.2896024,40458700774,,YES,t,6,33,1050,7,731133
1033,PURBASTHALI KRISHNANATH PUSTAKAGAR,PURBA BARDHAMAN,KALNA,PURBASTHALI II,PURBASTHALI,4,Rural,Library,PUB/L/R/01440,2,0,"VILLAGE:PURBASTHALI, POSTS OFFICE:PURBASTHALI, POLICE STATION: PURBASTHALI, PIN CODE: 713513",23.4585051,88.3279798,40460347075,,NO,t,5,256,1743,50,713513
1384,BASURIA GP,DAKSHIN DINAJPUR,GANGARAMPUR SDO,GANGARAMPUR,BASURIA,0,Rural,GP,DDR/H/R/00547,2,0,"VILL- SARBAMANGLA, PO- SARBAMANGLA, PS- GANGARAMPUR, DIST- D/DINAJPUR, PIN- 733124",25.4888483,88.6083118,40458701371,,NO,t,9,64,384,14,733124
2222,JAGATBALLAVPUR -I GP,HOWRAH,SADAR SDO,JAGATBALLAVPUR,JAGATBALLAVPUR-I,0,Rural,GP,HOW/H/R/02957,2,0,NAIKULI-MUNSHIRHAT-HOWRAH,22.6636633,88.0955467,40460326247,,NO,t,12,99,2375,23,711410
3109,"BL&LRO OFFICE, BADURIA",NORTH 24 PARGANAS,BASIRHAT,BADURIA MUNICIPALITY,WARD NO.-5,1,Urban,BL&LRO,N24/S/R/02277,2,0,"BL&LRO Office, Baduria, Vill+Post- Baduria, Pin- 743401",22.7357574,88.7856873,40460329588,,NO,t,2,432,7345,42,743401
421,SONARPUR BDO,SOUTH 24 PARGANAS,BARUIPUR,SONARPUR,SONARPUR-II,3,Urban,BDO,S24/P/R/03113,2,1,"Bose Pukur, Sahid Biswanath Sarani Kol-700149",22.4337896,88.4157909,40460623921,"",NO,t,3,316,2977,63,700149
711,BHANDERGACHA GP,HOWRAH,ULUBERIA SDO,AMTA-I,BHANDERGACHA,0,Rural,GP,HOW/L/R/03594,2,0,"Vill+P.O- Panpur, P.S- Amta,Dist-Howrah, PIN-711401",22.5665435,88.0554517,40460833382,,NO,t,12,102,2415,24,711401
116,SONAMUKHI BDO,BANKURA,BISHNUPUR SDO,SONAMUKHI MUNICIPALITY,WARD NO.-12,0.7,Urban,BDO,BAN/P/R/01919,2,1,"SONAMUKHI BDO OFFICE, PO+PS-SONAMUKHI, DIST-BANKURA, PIN-722207",23.297766,87.4109954,40460441997,,NO,t,4,346,7794,3,722207
126,MURARAI - I BDO,BIRBHUM,RAMPURHAT SDO,MURARAI-I,MURARAI,0.3,Rural,BDO,BIR/P/R/01002,2,0,"VILL+P.O+PS - MURARAI , DIST - BIRBHUM , WESTBANGAL 731219",24.4403472,87.8572331,40460442447,,NO,t,6,46,1173,6,731219
641,HARIT GP,HOOGHLY,CHINSURAHA SADAR SDO,POLBA DADPUR,HARIT,0,Rural,GP,HOO/L/R/02415,2,0,"PANJIPUKUR ,SENET ,HARIT, HOOGHLY ",22.9091535,88.252289,40460763287,,NO,t,11,86,2541,21,712305
3287,RISHI BANKIMCHANDRA GP,PURBA MEDINIPUR,EGRA,EGRA I,RISHI BANKIMCHANDRA,0,Rural,GP,PUM/S/R/03521,1,0,"Vill - Mirjapur, P.O. - Barda Bazar , P.S. - Egra, Pin-721448",21.8174858,87.5131157,40460444353,,NO,t,15,275,2342,55,721448
319,KHARAGPUR-II BDO,PASCHIM MEDINIPUR,KHARAGPUR,KHARAGPUR-II,PAPARARA-I,1,Rural,BDO,PAM/P/R/02627,2,0,"MADPUR,PO-MADPUR,PS-KHARAGPUR LOCAL",22.3719397,87.4393163,40460548410,,NO,t,16,226,1905,48,721149
2231,MONGALBARI RH,JALPAIGURI,MAL SDO,MATIALI,MATIALI-BATABARI-I,0.75,Rural,Health Center,JAL/H/R/00190,2,0,"Mongalbari, Pin-735206",26.8785776,88.8032408,40460326576,"",YES,t,13,114,190,26,735206
577,LOWER BAGDOGRA GP,DARJEELING,SILIGURI SDO,NAXALBARI,LOWER BAGDOGRA,0,Rural,GP,DAR/L/R/00019,2,0,BAGDOGRA   ,26.6981088,88.3177116,40460753122,03532999473,NO,t,8,74,3338,18,734014
3430,MATIKUNDA -I GP,UTTAR DINAJPUR,ISLAMPUR SDO,ISLAMPUR,MATIKUNDA-I,0,Rural,GP,UDR/S/R/00507,2,0,"MATIKUNDA BAZAR ,ISLAMPUR  ,UTTAR DINAJPUR",26.2497378,88.2532938,40460529214,,NO,t,10,338,290,67,733202
248,NOWDA BDO,MURSHIDABAD,BERHAMPORE SDO,NAODA,NOWDA,2.0,Rural,BDO,MUR/P/R/00759,2,0,"VILL+P.O-AMTALA,P.S-NOWDA,MURSHIDABAD,742121",23.9275338,88.453778,40460465645,03482296319,NO,t,17,146,638,31,742121
3354,CHIRUDIH GP,PURULIA,MANBAZAR,BANDWAN,CHIRUDIH,0,Rural,GP,PUR/S/R/01882,2,0,"VILL-CHIRUDIH,P.O-CHIRUDIH RADHANAGAR,P.S-BANDWAN, DIST-PURULIA,WEST BENGAL,PIN-723129",22.8602955,86.5928841,40460455808,,NO,t,19,292,1209,60,723129
607,TAKLING-II  GP,DARJEELING,DARJEELING SADAR SDO,RANGLI RANGLIOT,TAKLING-II,0,Rural,GP,DAR/L/R/00048,2,0,TAKLING-II GRAM PANCHYAT OFFICE SOREANG BAR DARA,27.0345602,88.4069554,40460761086,,YES,t,8,69,3308,15,734312
1806,TIRAT GP,PASCHIM BARDHAMAN,ASANSOL,RANIGANJ,TIRAT,0,Rural,GP,PAB/H/R/01676,2,0,"Vill Tirat, Po Kalipahari,PS-Raniganj pin 713339",23.618395,87.039310,40460555438,,NO,t,23,208,1807,45,713339
2131,INDUS RH,BANKURA,BISHNUPUR SDO,INDAS,INDUS-I,0.5,Rural,Health Center,BAN/H/R/02024,2,0,"VILL+P.O+P.S-INDAS, DIST-BANKURA, PIN-722205",23.1529116,87.6206388,40460835175,03244263109,YES,t,4,24,1427,3,722205
1317,JOYDEB KENDULI GP,BIRBHUM,BOLPUR SDO,ILLAMBAZAR,JOYDEV-KENDULI GRAM PANCHAYAT,0,Rural,GP,BIR/H/R/01079,2,0,JOYDEB KENDULI,23.6406757,87.4319219,40458700650,,NO,t,6,37,1094,5,731124
1097,CHISTIPUR-II GP,PURBA MEDINIPUR,EGRA,PATASHPUR I,CHISTIPUR-II,0,Rural,GP,PUM/L/R/03407,2,0,"Vill + P.O. - Palpara, P.S. - Patashpur, Pin-721458",22.0833045,87.6657505,40460447977,,NO,t,15,272,2257,55,721458
1006,BONPAS GP,PURBA BARDHAMAN,BARDHAMAN SADAR NORTH,BHATAR,BONPAS,0,Rural,GP,PUB/L/R/01413,2,0,"VILL & PO.: BONPAS, BLOCK & P.S: BHATAR, DIST.: PURBA BARDHAMAN, PIN-713127",23.393061,87.8099949,40460339278,,NO,t,5,239,1564,52,713127
1551,DHARAMPUR GP,JHARGRAM,JHARGRAM SDO,BINPUR-I,DHARAMPUR,0,Rural,GP,JHA/H/R/02823,2,0,DHARAMPUR  ,22.5327504,87.0736413,40458703265,,NO,t,22,118,2047,27,721516
2530,"BL&LRO OFFICE, SUKHIAPOKHRI",DARJEELING,DARJEELING SADAR SDO,JOREBUNGLOW SUKIAPOKHRI,SUKHIA SIMANA,0.02,Rural,BL&LRO,DAR/H/R/00089,2,0,"BAGH HITTI, SUKHIAPOKHRI",26.9972223,88.1665557,40460463397,,NO,t,8,70,3296,15,734221
2802,CHOW0HURIHAT GP,COOCH BEHAR,DINHATA SDO,DINHATA -II,CHOUDHURI HAT,0,Rural,GP,COO/S/R/00395,2,0,"VILL+P.O-DHALPAL,PIN-736159",26.046651,89.5877784,40460747313,,NO,t,7,51,55,9,736168
2321,BERABERI GP,NORTH 24 PARGANAS,BARASAT SADAR,HABRA II,BERABERI,0,Rural,GP,N24/H/R/02248,1,0,"Vill + PO- Sabdalpur, PS- Ashoknagar, Dist.- North 24 Parganas, PIN- 743222",22.8453039,88.5668078,40460339744,,NO,t,2,193,2756,40,743222
2384,ANANTAPUR-I GP,PURBA MEDINIPUR,TAMLUK,TAMLUK,ANANTAPUR-I,0,Rural,GP,PUM/H/R/03470,2,0,"Vill - Salikagarchak, P.O. - Salikagarchak, P.S.- Tamluk, Pin- 721673",22.3220335,87.7993632,40460439647,,NO,t,15,260,2136,57,721653
151,GANGARAMPUR BDO,DAKSHIN DINAJPUR,GANGARAMPUR SDO,GANGARAMPUR,ASHOKGRAM,0.5,Urban,BDO,DDR/P/R/00524,2,0, GANGARAMPUR BDO OFFICE,25.4010163,88.5264116,40460443586,03521291048,NO,t,9,64,387,14,733124
