district_id,district_name,service_id,service_name,unique_citizen_count,citizen_percentage,rank_in_district
18.0,NADIA,125,Search  - Payment Status of Paddy Sold,39,0.1,63.0
18.0,NADIA,477,Apply - Distance Certificate for Students,39,0.1,63.0
18.0,NADIA,416,Search - Download Marriage Certificate,36,0.1,64.0
18.0,NADIA,175,Apply - Karma Sathi Prakalpa Scheme,34,0.1,65.0
18.0,NADIA,275,Apply - Grievance to CMO,34,0.1,65.0
18.0,NADIA,475,Search - Deed by Deed Number & Query Number ,33,0.1,66.0
18.0,NADIA,255,Apply - Renewal of Trade License in Municipal Areas,32,0.1,67.0
18.0,NADIA,198,Apply - New Electricity Connection of LT/HT Application,30,0.1,68.0
18.0,NADIA,241,Info - Jai Johar Pension Scheme Application,28,0.1,69.0
18.0,NADIA,276,Search - Gitanjali Scheme Information,28,0.1,69.0
18.0,NADIA,85,Apply - Sufal Bangla Individual Enrollment Form,27,0.1,70.0
18.0,NADIA,306,Search - NSAP under Jai Bangla,27,0.1,70.0
18.0,NADIA,233,Apply - Driving Licence,26,0.1,71.0
18.0,NADIA,234,Apply - Renewal of Driving Licence,26,0.1,71.0
18.0,NADIA,421,New Connection (LT) - New Connection Application Status,26,0.1,71.0
18.0,NADIA,253,Apply - Issuance of Trade Licence in Municipal Areas,24,0.1,72.0
18.0,NADIA,471,Download- e-Assessment Slip & Print,24,0.1,72.0
18.0,NADIA,173,Apply - Marriage Certificate ,23,0.0,73.0
18.0,NADIA,188,Search- Samabyathi Scheme Information,23,0.0,73.0
18.0,NADIA,474,Search - Deed By Transacted Property Details,22,0.0,74.0
18.0,NADIA,404,Search - Blood Bank Information,21,0.0,75.0
18.0,NADIA,2,Application for Aikyasree Scholarship,20,0.0,76.0
18.0,NADIA,154,Apply - Gorkha Certificate,20,0.0,76.0
18.0,NADIA,354,Payment - Electricity Bill of CESC,20,0.0,76.0
18.0,NADIA,413,Search - Marriage Record,20,0.0,76.0
18.0,NADIA,139,Search - COVID Patient Information,19,0.0,77.0
18.0,NADIA,481,Apply - Redressal of RTI queries & Tracking,19,0.0,77.0
18.0,NADIA,482,Search Preferred Colleges & Courses,19,0.0,77.0
18.0,NADIA,63,Apply - Bangla Shasya Bima,17,0.0,78.0
18.0,NADIA,468,Apply - Registration of Migrant Workers,17,0.0,78.0
18.0,NADIA,483,Registration & Admission,17,0.0,78.0
18.0,NADIA,300,Search - Information about Different Courses (Paschim Banga Society for Skill Development),16,0.0,79.0
18.0,NADIA,396,Apply - Pre-Registration Form for Paschim Banga Society for Skill Development(Utkarsh Bangla),16,0.0,79.0
18.0,NADIA,418,Search - Download Certificate of Banglashree Scheme,16,0.0,79.0
18.0,NADIA,420,Search - Payment Receipt New Connection (LT),16,0.0,79.0
18.0,NADIA,229,Search - West Bengal Homestay,15,0.0,80.0
18.0,NADIA,293,Apply - Farm Mechanisation,15,0.0,80.0
18.0,NADIA,419,Payment - New Connection E-Pay New Connection (LT) ,15,0.0,80.0
18.0,NADIA,432,Apply - BENFISH Property Booking,15,0.0,80.0
18.0,NADIA,96,Search - Taposali Bandhu Pension Scheme,14,0.0,81.0
18.0,NADIA,412,Apply - Certified Copy of Marriage Records,14,0.0,81.0
18.0,NADIA,414,Search - Application for Objection,14,0.0,81.0
18.0,NADIA,469,Apply - New e-Requisition Form,14,0.0,81.0
18.0,NADIA,343,Apply - New License (CE) Application  (only for KMC),13,0.0,82.0
18.0,NADIA,10,Apply - Online Application for WBPRB,12,0.0,83.0
18.0,NADIA,186,Search - Guideline & View Job Card Detail,12,0.0,83.0
18.0,NADIA,331,Training Centre details (Paschim Banga Society for Skill Development),12,0.0,83.0
18.0,NADIA,95,Search - Sikshashree Information,11,0.0,84.0
18.0,NADIA,196,Apply - Citizens Grievance Redressal,11,0.0,84.0
18.0,NADIA,302,Apply - Jaago,11,0.0,84.0
18.0,NADIA,355,Download - Payment for Quotation Letter of New Connection WBSEDCL,11,0.0,84.0
18.0,NADIA,399,Apply - FPC Enrollment,11,0.0,84.0
18.0,NADIA,472,Application - Refund of e-Payment,11,0.0,84.0
18.0,NADIA,17,Apply - Passport Applications,10,0.0,85.0
18.0,NADIA,201,Apply - New Electrical Supervisor License,10,0.0,85.0
18.0,NADIA,403,Apply - WBFDC Property Booking,10,0.0,85.0
18.0,NADIA,430,Search - Print Unpaid Bills and F/S Bill ,10,0.0,85.0
18.0,NADIA,162,Search - Subscription of Building and other Construction Workers Pension Scheme Information,9,0.0,86.0
18.0,NADIA,163,Search - Registration of Transport Workers Pension Scheme Information,9,0.0,86.0
18.0,NADIA,228,Search - WBTDCL Properties Booking,9,0.0,86.0
18.0,NADIA,273,Search - Khelasree Scheme,9,0.0,86.0
18.0,NADIA,307,Apply - Approval of Building/Plan,9,0.0,86.0
18.0,NADIA,417,Status - Application Banglashree Scheme,9,0.0,86.0
18.0,NADIA,94,Search - Sabuj Sathi Scheme Information,8,0.0,87.0
18.0,NADIA,159,Apply - Lok Prasar Scheme,8,0.0,87.0
18.0,NADIA,211,Search - Drinking Water Schemes,7,0.0,88.0
18.0,NADIA,244,Search - e-Services Information of Municipal / Urban services,7,0.0,88.0
18.0,NADIA,400,Apply - Group Enrollment Form other than FPC,7,0.0,88.0
18.0,NADIA,415,Apply - Request to Change of Marriage Officer,7,0.0,88.0
18.0,NADIA,91,Search - Diary Scheme Information,6,0.0,89.0
18.0,NADIA,161,Apply - Building and other Construction Workers Pension Scheme,6,0.0,89.0
18.0,NADIA,218,Search - Muktidhara Scheme Information ,6,0.0,89.0
18.0,NADIA,265,Search - Jal Dharo Jal Bharo Scheme,6,0.0,89.0
18.0,NADIA,327,Apply - Scholarship of Students with Disabilities,6,0.0,89.0
18.0,NADIA,339,online application for mail address change   (only for KMC),6,0.0,89.0
18.0,NADIA,340,Search - Download NOC (only for KMC),6,0.0,89.0
18.0,NADIA,348,Modify - Minor Change in Existing CE  (only for KMC),6,0.0,89.0
18.0,NADIA,422,Search - Welcome Letter New Connection (LT),6,0.0,89.0
18.0,NADIA,112,Valuation - Stamp Duty Information,5,0.0,90.0
18.0,NADIA,158, Search - Term Loan Status,5,0.0,90.0
18.0,NADIA,166,Apply - Unemployment Allowance Application ,5,0.0,90.0
18.0,NADIA,187,Search- Nirmal Bangla scheme,5,0.0,90.0
18.0,NADIA,336,KYC for citizen  (only for KMC),5,0.0,90.0
18.0,NADIA,338,Apply - Online Mutation Application (only for KMC),5,0.0,90.0
18.0,NADIA,342,Search - Printing of Renewal Demand (CE)  (only for KMC),5,0.0,90.0
18.0,NADIA,350,Online application for water tanker,5,0.0,90.0
18.0,NADIA,411,Online Request for Certificate Copy by Citizens,5,0.0,90.0
18.0,NADIA,496,Search - Discover Your Eligible Schemes,5,0.0,90.0
18.0,NADIA,497,Apply - Self Certification of Fire Safety,5,0.0,90.0
18.0,NADIA,87,Apply - Application for Farm Produce Transport,4,0.0,91.0
18.0,NADIA,111,Deed - Certified Copy,4,0.0,91.0
18.0,NADIA,180,Apply - SHG Loan Application,4,0.0,91.0
18.0,NADIA,202,Apply - Renewal of Electrical Supervisor License,4,0.0,91.0
18.0,NADIA,88,Search - Price Information of Daily Market,3,0.0,92.0
18.0,NADIA,110,Deed e-Registration,3,0.0,92.0
18.0,NADIA,160,Search - Agriculture & Irrigation Schemes,3,0.0,92.0
18.0,NADIA,179,Apply - Fresh Term Loan Application,3,0.0,92.0
18.0,NADIA,185,Search - Anandadhara Scheme,3,0.0,92.0
18.0,NADIA,219,Apply - SVSKP Application ,3,0.0,92.0
18.0,NADIA,220,Apply - WBSSP Application ,3,0.0,92.0
18.0,NADIA,251,Apply - Issuance of Trade License by NKDA,3,0.0,92.0
18.0,NADIA,282,Search - Working Women Hostel Information,3,0.0,92.0
18.0,NADIA,346,Apply - Defaulter Renewal Application Demand Printing (CE),3,0.0,92.0
18.0,NADIA,384,Search - Fertilizer License Status ,3,0.0,92.0
18.0,NADIA,409,Apply - Filing of Affidavits by Citizen,3,0.0,92.0
18.0,NADIA,423,Apply - Diploma in Pharmacy,3,0.0,92.0
18.0,NADIA,461,Search - Group Loan Status,3,0.0,92.0
18.0,NADIA,486,Apply - Payment of Property Tax at NKDA,3,0.0,92.0
18.0,NADIA,492,Apply - Issuance of Revised Fire Safety Recommendation,3,0.0,92.0
18.0,NADIA,493,Apply - Registration of Association of Apartment Owners,3,0.0,92.0
18.0,NADIA,502,Apply - Bhabishyat Credit Card Scheme (WBBCCS),3,0.0,92.0
18.0,NADIA,379,Apply - Renewal of Conductor Licence Application ,3,0.0,92.0
18.0,NADIA,89,Register - Online Marketing (Farming),2,0.0,93.0
18.0,NADIA,98,Search - Consumer Rights Information,2,0.0,93.0
18.0,NADIA,109,Apply - PSC Job Application,2,0.0,93.0
18.0,NADIA,140,Search - Blood Test Report,2,0.0,93.0
18.0,NADIA,152,Apply - Refinance of Term Loan,2,0.0,93.0
18.0,NADIA,183,Modify - Term Loan Application,2,0.0,93.0
18.0,NADIA,200,Apply - New Workman Permit,2,0.0,93.0
18.0,NADIA,207,Apply - Permission for Erection of New Lift,2,0.0,93.0
18.0,NADIA,252,Apply - Renewal of Trade License by NKDA,2,0.0,93.0
18.0,NADIA,291,Apply - Post-Matric Scholarship Under Talent Support Programme (TSP) Application ,2,0.0,93.0
18.0,NADIA,311,Apply - Counselling of Choice Filling Up for VOCLET,2,0.0,93.0
18.0,NADIA,347,Apply - Closure of Existing (CE) Application  (only for KMC),2,0.0,93.0
18.0,NADIA,349,dashboard for online building permit and other eodb related services  (only for KMC),2,0.0,93.0
18.0,NADIA,381,Download Certificate - Seed License,2,0.0,93.0
18.0,NADIA,410,Online Deposit of Rent by Tenants,2,0.0,93.0
18.0,NADIA,431,Print - Unpaid Bills of Outstanding LOI ,2,0.0,93.0
18.0,NADIA,457,Search - PMSVA Nidhi Scheme,2,0.0,93.0
18.0,NADIA,459,Modify - Group Loan Application,2,0.0,93.0
18.0,NADIA,460,Apply - Refinance of Group Loan,2,0.0,93.0
18.0,NADIA,489,Apply - Grant of Fire License,2,0.0,93.0
18.0,NADIA,490,Apply - Renewal of Fire License,2,0.0,93.0
18.0,NADIA,495,Apply - Form -C under West Bengal Apartment Ownership act 1972,2,0.0,93.0
18.0,NADIA,498,Property Tax (HMC) ,2,0.0,93.0
18.0,NADIA,505,Search - Bhabishyat Credit Card Scheme Status (WBBCCS),2,0.0,93.0
18.0,NADIA,100,Apply - License for e-Parimap,2,0.0,93.0
18.0,NADIA,359,Download  - Registration Certificate (e-Parimap),2,0.0,93.0
18.0,NADIA,73,Apply - Fertilizer License Application,1,0.0,94.0
18.0,NADIA,80,Modify  Insecticide License,1,0.0,94.0
18.0,NADIA,90,Apply e-permit (agrimarket),1,0.0,94.0
18.0,NADIA,92,Search - Livestock Scheme,1,0.0,94.0
18.0,NADIA,99,Register - For e-Parimap ,1,0.0,94.0
18.0,NADIA,105,Register - Cooperative Society,1,0.0,94.0
18.0,NADIA,114,Renewal - Excise License,1,0.0,94.0
18.0,NADIA,120,Apply - Renewal of Fire Safety Certificate,1,0.0,94.0
18.0,NADIA,157,Search - Firecracker License Information,1,0.0,94.0
18.0,NADIA,167,"Apply - Shops & Establishment, Register - New/ Renewal of Certificate for Registration",1,0.0,94.0
18.0,NADIA,182,Apply - Construction of Boundary Wall,1,0.0,94.0
18.0,NADIA,208,Apply - New Lift Attendant Authorization,1,0.0,94.0
18.0,NADIA,217,Apply - NOC for self-financed schools Application,1,0.0,94.0
18.0,NADIA,247,Apply - Sanction of Water Connection  for Industrial Building in Municipal Areas,1,0.0,94.0
18.0,NADIA,295,Apply - Merit Scholarship Examination (NMMSE),1,0.0,94.0
18.0,NADIA,296,Search - Entrance Result of Admission in Government ITI,1,0.0,94.0
18.0,NADIA,305,Apply - National Talent Search Examination (NTSE),1,0.0,94.0
18.0,NADIA,314,Search  - Counselling for Result for VOCLET,1,0.0,94.0
18.0,NADIA,317,Online fee submission in Government ITI,1,0.0,94.0
18.0,NADIA,341,Apply - Assessment Register Printing  (only for KMC),1,0.0,94.0
18.0,NADIA,351,Online water connection (domestic),1,0.0,94.0
18.0,NADIA,371,Search - Application Status of Certificate of Non-Forest Land,1,0.0,94.0
18.0,NADIA,378,Apply - New Conductor Licence Application ,1,0.0,94.0
18.0,NADIA,383,Renewal - Fertilizer License,1,0.0,94.0
18.0,NADIA,385,Download - Certificate of Fertilizer License,1,0.0,94.0
18.0,NADIA,386,Search - Insecticide License Status ,1,0.0,94.0
18.0,NADIA,398,Apply - Recognition of Service Providers,1,0.0,94.0
18.0,NADIA,401,Online Application for Defaulter Renewal Application,1,0.0,94.0
18.0,NADIA,424,Apply  - Post Diploma in Petrochemical and Medical Electronics,1,0.0,94.0
18.0,NADIA,487,Apply - Assessment of Property Tax at NKDA,1,0.0,94.0
18.0,NADIA,494,Apply - Form -B under West Bengal Apartment Ownership act 1972,1,0.0,94.0
18.0,NADIA,75,Apply - Seed License,1,0.0,94.0
18.0,NADIA,309,Apply - Choice Filling of Admission in Government ITI,1,0.0,94.0
18.0,NADIA,263,Apply - Cooperative Home Registration,1,0.0,94.0
18.0,NADIA,463,Apply - Conversion of Vehicle,1,0.0,94.0
18.0,NADIA,466,Vahan - Mobile Number Update,1,0.0,94.0
18.0,NADIA,298,Search - Entrance Result of VOCLET,1,0.0,94.0
18.0,NADIA,360,Download -License Certificate (e-Parimap),1,0.0,94.0
18.0,NADIA,491,Apply - Issuance of Fire Safety Recommendation,1,0.0,94.0
18.0,NADIA,97,Apply - Consumer Grievance,1,0.0,94.0
18.0,NADIA,488,Apply - Issuance of Record of Title (Mutation) by NKDA,1,0.0,94.0
19.0,PURULIA,131,Apply for Birth & Death Certificate,4039,13.7,1.0
19.0,PURULIA,352,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,3016,10.2,2.0
19.0,PURULIA,4,Application for Income Certificates,2823,9.6,3.0
19.0,PURULIA,408,Search - Status of Application of Swasthya Sathi Card,2473,8.4,4.0
19.0,PURULIA,199,Apply - Payment of WBSEDCL Electricity Bill,2353,8.0,5.0
19.0,PURULIA,6,Caste Certificate,1860,6.3,6.0
19.0,PURULIA,128,Apply - Aadhaar & Mobile Link with Digital Ration Card,1574,5.3,7.0
19.0,PURULIA,363,Apply - Download and Print Birth Certificate,1320,4.5,8.0
19.0,PURULIA,127,Search - Application Status of Digital Ration Card Application,1204,4.1,9.0
19.0,PURULIA,358,Search - Download of e-Ration Card,1202,4.1,10.0
19.0,PURULIA,184,Search - Bangla Awas Yojana,864,2.9,11.0
19.0,PURULIA,267,Info - Old Age Pension Scheme,750,2.5,12.0
19.0,PURULIA,168,Apply - Mutation Application,711,2.4,13.0
19.0,PURULIA,169,Apply - ROR Application ,605,2.0,14.0
19.0,PURULIA,392,Modify - Add member / FPS of Ration Card Holder,516,1.7,15.0
19.0,PURULIA,364,Apply - Download and Print Death Certificate,511,1.7,16.0
19.0,PURULIA,382,Status of Application (Krishak Bandhu),470,1.6,17.0
19.0,PURULIA,126,Apply - New Digital Ration Card,448,1.5,18.0
19.0,PURULIA,170,Apply - Plot Information,439,1.5,19.0
19.0,PURULIA,367,Search - GRN Information,393,1.3,20.0
19.0,PURULIA,151,Apply - Local Residence (Domicile) Certificate,382,1.3,21.0
19.0,PURULIA,478,Apply - Ordinary Residencial Certificate,377,1.3,22.0
19.0,PURULIA,137,Apply - Swasthya Sathi Enrolment Certificate New Registration (Form â B),376,1.3,23.0
19.0,PURULIA,406,Apply- Addition of New Member after Receiving Card (Form â A),341,1.2,24.0
19.0,PURULIA,155,Apply - Submission of Form for Electoral Roll,340,1.2,25.0
19.0,PURULIA,306,Search - NSAP under Jai Bangla,328,1.1,26.0
19.0,PURULIA,393,Search - Schedule Paddy Sale,279,0.9,27.0
19.0,PURULIA,156,Apply - Verification of Electoral Roll Online,278,0.9,28.0
19.0,PURULIA,22,Apply - Land Revenue (Khajna),221,0.7,29.0
19.0,PURULIA,388,Search - Application Status,159,0.5,30.0
19.0,PURULIA,272,Apply - Rupashree Prakalpa,155,0.5,31.0
19.0,PURULIA,476,Apply - Disability Certificate,154,0.5,32.0
19.0,PURULIA,233,Apply - Driving Licence,148,0.5,33.0
19.0,PURULIA,164,Apply - Samajik Suraksha Yojana Application ,147,0.5,34.0
19.0,PURULIA,84,Search  - Kishan Mandi Information,144,0.5,35.0
19.0,PURULIA,405,Modify - Member Name Correction after Receiving Card (Form â C),144,0.5,35.0
19.0,PURULIA,356,Search - Regenerate Receipt of WBSEDCL,137,0.5,36.0
19.0,PURULIA,124,Apply - Farmer Registration Paddy Sale,135,0.5,37.0
19.0,PURULIA,266,Info - Widow Pension Scheme,134,0.5,38.0
19.0,PURULIA,485,eDistrict Dashboard,130,0.4,39.0
19.0,PURULIA,86,Search - Price Information,121,0.4,40.0
19.0,PURULIA,368,Application for applying learners licence,120,0.4,41.0
19.0,PURULIA,64,Search - Bangla Shasya Bima,116,0.4,42.0
19.0,PURULIA,357,Payment History - WBSEDCL,103,0.3,43.0
19.0,PURULIA,172,Search - Property Information,101,0.3,44.0
19.0,PURULIA,188,Search- Samabyathi Scheme Information,77,0.3,45.0
19.0,PURULIA,96,Search - Taposali Bandhu Pension Scheme,66,0.2,46.0
19.0,PURULIA,479,Apply - Permission for Delayed Registration of Birth,66,0.2,46.0
19.0,PURULIA,63,Apply - Bangla Shasya Bima,63,0.2,47.0
19.0,PURULIA,241,Info - Jai Johar Pension Scheme Application,61,0.2,48.0
19.0,PURULIA,94,Search - Sabuj Sathi Scheme Information,60,0.2,49.0
19.0,PURULIA,484,eChallan,55,0.2,50.0
19.0,PURULIA,365,Apply - Conversion Application,54,0.2,51.0
19.0,PURULIA,119,Payment - Tax or Fees,50,0.2,52.0
19.0,PURULIA,480,Apply - Permission for Delayed Registration of Death,45,0.2,53.0
19.0,PURULIA,69,Apply - Krishak Bandhu Scheme,44,0.1,54.0
19.0,PURULIA,369,Status - Application of Learners Licence,43,0.1,55.0
19.0,PURULIA,146,Apply - Swami Vivekananda Scholarship,40,0.1,56.0
19.0,PURULIA,194,Search - Gram Panchayat Tax Payment,40,0.1,56.0
19.0,PURULIA,300,Search - Information about Different Courses (Paschim Banga Society for Skill Development),40,0.1,56.0
19.0,PURULIA,195,Apply - Online Trade Registration,39,0.1,57.0
19.0,PURULIA,470,Payment - e-Payment Stamp Duty & Registration Fees,36,0.1,58.0
19.0,PURULIA,125,Search  - Payment Status of Paddy Sold,35,0.1,59.0
19.0,PURULIA,165,Apply - Yuvashree Scheme Application ,32,0.1,60.0
19.0,PURULIA,234,Apply - Renewal of Driving Licence,29,0.1,61.0
19.0,PURULIA,407,Modify - Member Deletion after Receiving Card (Form â D),29,0.1,61.0
19.0,PURULIA,1,Search - Application Status of Kanyasree Prakalpa,27,0.1,62.0
19.0,PURULIA,366,Apply - Manabik Pension Scheme (Disability Pension Scheme),26,0.1,63.0
19.0,PURULIA,255,Apply - Renewal of Trade License in Municipal Areas,24,0.1,64.0
19.0,PURULIA,186,Search - Guideline & View Job Card Detail,23,0.1,65.0
19.0,PURULIA,276,Search - Gitanjali Scheme Information,23,0.1,65.0
19.0,PURULIA,477,Apply - Distance Certificate for Students,23,0.1,65.0
19.0,PURULIA,198,Apply - New Electricity Connection of LT/HT Application,22,0.1,66.0
19.0,PURULIA,88,Search - Price Information of Daily Market,20,0.1,67.0
19.0,PURULIA,140,Search - Blood Test Report,20,0.1,67.0
19.0,PURULIA,331,Training Centre details (Paschim Banga Society for Skill Development),20,0.1,67.0
19.0,PURULIA,138,Apply - OPD Registration,19,0.1,68.0
19.0,PURULIA,327,Apply - Scholarship of Students with Disabilities,18,0.1,69.0
19.0,PURULIA,161,Apply - Building and other Construction Workers Pension Scheme,16,0.1,70.0
19.0,PURULIA,192,Application for EWS Certificates,16,0.1,70.0
19.0,PURULIA,180,Apply - SHG Loan Application,15,0.1,71.0
19.0,PURULIA,253,Apply - Issuance of Trade Licence in Municipal Areas,12,0.0,72.0
19.0,PURULIA,419,Payment - New Connection E-Pay New Connection (LT) ,11,0.0,73.0
19.0,PURULIA,2,Application for Aikyasree Scholarship,10,0.0,74.0
19.0,PURULIA,98,Search - Consumer Rights Information,10,0.0,74.0
19.0,PURULIA,162,Search - Subscription of Building and other Construction Workers Pension Scheme Information,10,0.0,74.0
19.0,PURULIA,243,Application for mutation of holding in municipality/ Municipal Corporation,10,0.0,74.0
19.0,PURULIA,343,Apply - New License (CE) Application  (only for KMC),10,0.0,74.0
19.0,PURULIA,421,New Connection (LT) - New Connection Application Status,10,0.0,74.0
19.0,PURULIA,95,Search - Sikshashree Information,9,0.0,75.0
19.0,PURULIA,218,Search - Muktidhara Scheme Information ,9,0.0,75.0
19.0,PURULIA,275,Apply - Grievance to CMO,9,0.0,75.0
19.0,PURULIA,187,Search- Nirmal Bangla scheme,8,0.0,76.0
19.0,PURULIA,425,Search - Payment of Tax (MV),8,0.0,76.0
19.0,PURULIA,502,Apply - Bhabishyat Credit Card Scheme (WBBCCS),8,0.0,76.0
19.0,PURULIA,174,Search - Mass Education & Library Related Schemes Information,7,0.0,77.0
19.0,PURULIA,307,Apply - Approval of Building/Plan,7,0.0,77.0
19.0,PURULIA,399,Apply - FPC Enrollment,7,0.0,77.0
19.0,PURULIA,483,Registration & Admission,7,0.0,77.0
19.0,PURULIA,396,Apply - Pre-Registration Form for Paschim Banga Society for Skill Development(Utkarsh Bangla),6,0.0,78.0
19.0,PURULIA,404,Search - Blood Bank Information,6,0.0,78.0
19.0,PURULIA,173,Apply - Marriage Certificate ,5,0.0,79.0
19.0,PURULIA,185,Search - Anandadhara Scheme,5,0.0,79.0
19.0,PURULIA,211,Search - Drinking Water Schemes,5,0.0,79.0
19.0,PURULIA,304,Apply - Micro Finance Loan Minorities of West Bengal,5,0.0,79.0
19.0,PURULIA,334,Apply - Student Credit Card,5,0.0,79.0
19.0,PURULIA,355,Download - Payment for Quotation Letter of New Connection WBSEDCL,5,0.0,79.0
19.0,PURULIA,422,Search - Welcome Letter New Connection (LT),5,0.0,79.0
19.0,PURULIA,101,Search - Right to Public Services Information,4,0.0,80.0
19.0,PURULIA,102,Search - Cooperative information,4,0.0,80.0
19.0,PURULIA,112,Valuation - Stamp Duty Information,4,0.0,80.0
19.0,PURULIA,130,Search - Food Processing & Horticulture Schemes Information,4,0.0,80.0
19.0,PURULIA,171,Apply - Map Service,4,0.0,80.0
19.0,PURULIA,354,Payment - Electricity Bill of CESC,4,0.0,80.0
19.0,PURULIA,469,Apply - New e-Requisition Form,4,0.0,80.0
19.0,PURULIA,482,Search Preferred Colleges & Courses,4,0.0,80.0
19.0,PURULIA,466,Vahan - Mobile Number Update,4,0.0,80.0
19.0,PURULIA,85,Apply - Sufal Bangla Individual Enrollment Form,3,0.0,81.0
19.0,PURULIA,87,Apply - Application for Farm Produce Transport,3,0.0,81.0
19.0,PURULIA,91,Search - Diary Scheme Information,3,0.0,81.0
19.0,PURULIA,154,Apply - Gorkha Certificate,3,0.0,81.0
19.0,PURULIA,159,Apply - Lok Prasar Scheme,3,0.0,81.0
19.0,PURULIA,163,Search - Registration of Transport Workers Pension Scheme Information,3,0.0,81.0
19.0,PURULIA,182,Apply - Construction of Boundary Wall,3,0.0,81.0
19.0,PURULIA,265,Search - Jal Dharo Jal Bharo Scheme,3,0.0,81.0
19.0,PURULIA,273,Search - Khelasree Scheme,3,0.0,81.0
19.0,PURULIA,291,Apply - Post-Matric Scholarship Under Talent Support Programme (TSP) Application ,3,0.0,81.0
19.0,PURULIA,305,Apply - National Talent Search Examination (NTSE),3,0.0,81.0
19.0,PURULIA,384,Search - Fertilizer License Status ,3,0.0,81.0
19.0,PURULIA,505,Search - Bhabishyat Credit Card Scheme Status (WBBCCS),3,0.0,81.0
19.0,PURULIA,10,Apply - Online Application for WBPRB,2,0.0,82.0
19.0,PURULIA,17,Apply - Passport Applications,2,0.0,82.0
19.0,PURULIA,89,Register - Online Marketing (Farming),2,0.0,82.0
19.0,PURULIA,90,Apply e-permit (agrimarket),2,0.0,82.0
19.0,PURULIA,160,Search - Agriculture & Irrigation Schemes,2,0.0,82.0
19.0,PURULIA,166,Apply - Unemployment Allowance Application ,2,0.0,82.0
19.0,PURULIA,179,Apply - Fresh Term Loan Application,2,0.0,82.0
19.0,PURULIA,183,Modify - Term Loan Application,2,0.0,82.0
19.0,PURULIA,202,Apply - Renewal of Electrical Supervisor License,2,0.0,82.0
19.0,PURULIA,219,Apply - SVSKP Application ,2,0.0,82.0
19.0,PURULIA,244,Search - e-Services Information of Municipal / Urban services,2,0.0,82.0
19.0,PURULIA,251,Apply - Issuance of Trade License by NKDA,2,0.0,82.0
19.0,PURULIA,282,Search - Working Women Hostel Information,2,0.0,82.0
19.0,PURULIA,295,Apply - Merit Scholarship Examination (NMMSE),2,0.0,82.0
19.0,PURULIA,338,Apply - Online Mutation Application (only for KMC),2,0.0,82.0
19.0,PURULIA,420,Search - Payment Receipt New Connection (LT),2,0.0,82.0
19.0,PURULIA,457,Search - PMSVA Nidhi Scheme,2,0.0,82.0
19.0,PURULIA,473,Search - Deed By Seller/Buyer/Party Name,2,0.0,82.0
19.0,PURULIA,475,Search - Deed by Deed Number & Query Number ,2,0.0,82.0
19.0,PURULIA,481,Apply - Redressal of RTI queries & Tracking,2,0.0,82.0
19.0,PURULIA,326,Registration - Micro Irrigation,2,0.0,82.0
19.0,PURULIA,73,Apply - Fertilizer License Application,1,0.0,83.0
19.0,PURULIA,92,Search - Livestock Scheme,1,0.0,83.0
19.0,PURULIA,139,Search - COVID Patient Information,1,0.0,83.0
19.0,PURULIA,153,Search - Transfer Case of Arms License Information,1,0.0,83.0
19.0,PURULIA,157,Search - Firecracker License Information,1,0.0,83.0
19.0,PURULIA,175,Apply - Karma Sathi Prakalpa Scheme,1,0.0,83.0
19.0,PURULIA,178,Apply - Educational Loan Application,1,0.0,83.0
19.0,PURULIA,196,Apply - Citizens Grievance Redressal,1,0.0,83.0
19.0,PURULIA,214,Apply - SSC Examination Application,1,0.0,83.0
19.0,PURULIA,229,Search - West Bengal Homestay,1,0.0,83.0
19.0,PURULIA,252,Apply - Renewal of Trade License by NKDA,1,0.0,83.0
19.0,PURULIA,293,Apply - Farm Mechanisation,1,0.0,83.0
19.0,PURULIA,336,KYC for citizen  (only for KMC),1,0.0,83.0
19.0,PURULIA,337,Search - Print Duplicate Bill of PD (only for KMC),1,0.0,83.0
19.0,PURULIA,342,Search - Printing of Renewal Demand (CE)  (only for KMC),1,0.0,83.0
19.0,PURULIA,386,Search - Insecticide License Status ,1,0.0,83.0
19.0,PURULIA,411,Online Request for Certificate Copy by Citizens,1,0.0,83.0
19.0,PURULIA,412,Apply - Certified Copy of Marriage Records,1,0.0,83.0
19.0,PURULIA,413,Search - Marriage Record,1,0.0,83.0
19.0,PURULIA,414,Search - Application for Objection,1,0.0,83.0
19.0,PURULIA,416,Search - Download Marriage Certificate,1,0.0,83.0
19.0,PURULIA,417,Status - Application Banglashree Scheme,1,0.0,83.0
19.0,PURULIA,423,Apply - Diploma in Pharmacy,1,0.0,83.0
19.0,PURULIA,459,Modify - Group Loan Application,1,0.0,83.0
19.0,PURULIA,460,Apply - Refinance of Group Loan,1,0.0,83.0
19.0,PURULIA,468,Apply - Registration of Migrant Workers,1,0.0,83.0
19.0,PURULIA,471,Download- e-Assessment Slip & Print,1,0.0,83.0
19.0,PURULIA,474,Search - Deed By Transacted Property Details,1,0.0,83.0
19.0,PURULIA,487,Apply - Assessment of Property Tax at NKDA,1,0.0,83.0
19.0,PURULIA,490,Apply - Renewal of Fire License,1,0.0,83.0
19.0,PURULIA,75,Apply - Seed License,1,0.0,83.0
19.0,PURULIA,176,Apply - Banglashree Scheme,1,0.0,83.0
